id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis 
268397,Jimmy Neutron: Boy Genius,82,2001,6.0,65,30350,80936232,,An eight-year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.
268690,Thirteen Conversations About One Thing,104,2001,7.0,74,9388,3288164,R,"In New York City, the lives of a lawyer, an actuary, a house-cleaner, a professor and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability."
268695,Casovni stroj,96,2002,6.0,42,117598,56684819,PG-13,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races."
268978,Čudoviti um,135,2001,8.2,72,834802,170742341,PG-13,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
268995,Majestic,152,2001,6.9,27,51984,27807266,PG,"In 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son."
269095,City by the Sea,108,2002,6.1,50,24024,22433915,R,"Vincent Lamarca, whose father was executed for a 1950s kidnapping of a child, grew up to become a police officer, only to see his own son become a murder suspect."
269347,The Hunted,94,2003,6.1,40,43293,34238611,R,An FBI deep-woods tracker attempts to capture a trained assassin who has made a sport of hunting humans.
269389,Jalla! Jalla!,88,2000,6.7,,12825,,,"Roro, a foreign worker in Swedish parks, loves his girlfriend but is about to marry another girl to prevent her from being sent back to Lebanon. Roros best friend, Måns, has his own ..."
270053,Vizontele,110,2001,8.0,,32654,,,Lives of residents in a small Anatolian village change when television is introduced to them
270288,Izpovedi nevarnega uma,113,2002,7.0,67,82789,16003576,R,"An adaptation of the cult memoir of game show impresario Chuck Barris (Sam Rockwell), in which he purports to have been a C.I.A. hitman."
270707,The Truth About Charlie,104,2002,4.7,55,9878,5350371,PG-13,"A woman returns from holiday to find her husband has been murdered, and several groups of people are pressuring her to unravel the mystery of his true identity and activities during his final days."
270846,Superbabies: Baby Geniuses 2,88,2004,1.9,9,29608,9109322,PG,A group of smart-talking toddlers find themselves at the center of a media mogul's experiment to crack the code to baby talk. The toddlers must race against time for the sake of babies everywhere.
270980,Šefova hčerka,86,2003,4.7,15,28037,15550605,PG-13,"After a man is asked to house sit for his boss, he becomes determined to get closer to the boss's daughter, but events keep unfolding that stop him from achieving his goal."
271027,Zmajev poljub,98,2001,6.6,58,60368,36845124,R,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.
271259,Welcome to Collinwood,86,2002,6.4,61,14095,333976,R,"Cosimo gets a plan for a huge job from his cellmate. He asks his woman to find a patsy for his bungled car theft, offering $15,000. Suddenly, 7 are involved."
271263,Eight Crazy Nights,76,2002,5.4,23,21313,23443124,PG-13,"Davey Stone, an alcoholic with a criminal record, is sentenced to community service under the supervision of an elderly referee. Davey is then faced with trying to reform and abandon his bad habits."
271367,Eight Legged Freaks,99,2002,5.4,53,52281,17322606,PG-13,Venomous spiders get exposed to a noxious chemical that causes them to grow to monumental proportions.
271383,O Auto da Compadecida,104,2000,8.6,,11520,,,"João Grilo and Chicó are two very poor and clever Brazilian Northeasterners who struggle for survival and trick people to get by. After meeting the wealthy Rosinha, both hope to finally ..."
271668,National Security,88,2003,5.7,31,47317,35764982,PG-13,Two mismatched security guards are thrown together to bust a smuggling operation.
271946,Nakljucni vohun,108,2001,5.9,,16226,,PG-13,"At a Hong Kong shopping center, Buck Yuen's (Jackie Chan's) intuition warns him. He saves a robbery's loot and gets on television, ends up in Istanbul via South Korea, and accidentally becomes a spy. Fortunately, he knows Kung Fu."
272020,Poslednja bitka,131,2001,7.0,43,70467,18208078,R,A court-martialed General rallies together twelve hundred inmates to rise against a corrupt and sadistic warden.
272152,K-PAX,120,2001,7.4,49,173838,50338485,PG-13,"PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations."
272207,Narc,105,2002,7.1,70,38061,10460089,R,When the trail goes cold on a murder investigation of a policeman an undercover narcotics officer is lured back to the force to help solve the case.
272338,Pijana ljubezen,95,2002,7.3,78,145551,17844216,R,"A psychologically troubled novelty supplier is nudged towards a romance with an English woman, all the while being extorted by a phone-sex line run by a crooked mattress salesman, and purchasing stunning amounts of pudding."
273435,Ararat,115,2002,6.3,62,11354,1554566,R,"Interrogated by a customs officer, a young man recounts how his life was changed during the making of a film about the Armenian genocide."
273517,Tema,88,2002,5.5,15,18699,22163442,PG-13,"A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family."
273689,It's All About Love,106,2003,5.4,32,7901,6140,R,Two lovers attempt to save their relationship in a near-future world on the brink of cosmic collapse.
273923,Orange County,82,2002,6.2,48,46707,41032915,PG-13,A guidance counselor mistakenly sends out the wrong transcripts to Stanford University under the name of an over-achieving high schooler.
273982,Poolhall Junkies,99,2002,6.9,36,9565,562059,R,"A talented pool hustler who has stayed out of the game for years, must go back to his old ways when his little brother gets involved with his enemy, the very man who held him back from greatness."
274117,Sur mes lèvres,115,2001,7.3,82,13315,1359133,R,She is almost deaf and he lip-reads. He is an ex-convict. She wants to help him. He thinks no one can help except himself.
274166,Johnny English,89,2003,6.2,51,146526,28082366,PG,"After a sudden attack on MI5, Johnny English, Britain's most confident, yet unintelligent spy, becomes Britain's only spy."
274309,24 Hour Party People,117,2002,7.3,85,32836,1130379,R,"In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world."
274497,Le fate ignoranti,106,2001,7.3,69,8511,215339,R,"After a deathly car accident, Antonia starts dating her husband's friends and finds the truth about his life."
274558,Ure do vecnosti,110,2002,7.5,80,123059,41675994,PG-13,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives."
274711,People I Know,100,2002,5.5,53,10937,121972,R,A New York press agent must scramble when his major client becomes embroiled in a huge scandal.
274812,Secretary,107,2002,7.0,63,82334,4059680,R,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one."
275022,Vec kot dekle,93,2002,3.5,27,38158,37191304,PG-13,"Three childhood best friends, and a guy they just met, take a road trip across the country, finding themselves and their friendship in the process."
275083,Musa,158,2001,7.1,,10642,,R,"1375. Nine Koryo warriors, envoys exiled by Imperial China, battle to protect a Chinese Ming Princess from Mongolian troops."
275230,Blood: The Last Vampire,48,2000,6.7,44,11862,,,"Saya is a Japanese vampire slayer whose next mission is in a high school on a US military base in 1960s Japan, where she poses as a student. She uses a katana/samurai sword to kill vampires."
275277,Cowboy Bebop: Tengoku no tobira,115,2001,7.9,61,42313,1000045,,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit."
275491,Slaba vzgoja,106,2004,7.4,81,55101,5211842,NC-17,An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.
275719,Tape,86,2001,7.3,71,18630,490475,R,Three old high school friends meet in a Michigan motel room to dissect painful memories from their past.
275773,Versus,119,2000,6.4,,12310,,R,There are 666 portals that connect this world to the other side. These are concealed from all human beings. Somewhere in Japan exists the 444th portal.... The forest of resurrection.
275847,Lilo in Zverca,85,2002,7.2,73,165515,145794338,PG,A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.
275947,Avenging Angelo,97,2002,5.2,,8598,,R,"A woman who has just discovered she is the daughter of a murdered Mafia chieftain seeks revenge, with the aide of her father's faithful bodyguard."
276751,Vse o fantu,101,2002,7.0,75,170270,41385278,PG-13,"A cynical, immature young man is taught how to act like a grown-up by a little boy."
276816,Below,105,2002,6.1,55,20817,605562,R,Strange happenings occur on a WW II submarine.
276830,Blueberry,124,2004,5.2,,10268,,R,"In 1870, after a brutal run-in with an outlaw in a brothel, Mike Blueberry becomes marshal in Arizona where he keeps the peace between Whites and Apaches but an influx of Indian gold treasure-hunters threatens to lead to violence."
276919,Dogville,178,2003,8.0,60,136039,1530386,R,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price."
277027,Moje ime je Sam,132,2001,7.7,28,141726,40311852,PG-13,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.
277296,The Scorpion King,92,2002,5.5,45,129262,91047077,PG-13,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown."
277371,Not Another Teen Movie,89,2001,5.7,32,96483,38252284,R,A sendup of all the teen movies that have accumulated in the past two decades.
277434,We Were Soldiers,138,2002,7.2,65,128557,78122718,R,"The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news."
277941,Ned Kelly,110,2003,6.5,56,25659,74864,R,An innocent man becomes one of the most wanted criminals the world has ever known.
278291,Ajnabee,165,2001,6.4,,7923,,,"A newlywed couple, Raj and Priya, move to Switzerland and become friends with their new neighbors, Vicky and Sonia. But one day, Sonia is murdered and Raj is accused of the murder. He goes on the run in order to prove himself innocent."
278295,All About the Benjamins,95,2002,5.9,34,12475,25482931,R,"Bounty hunter Bucum chases bail-jumper Reggie, who runs right into the scene of a diamond heist and murder and gets shot at as well. Later they become partners in their pursuit of the $20M in diamonds and lottery ticket. Their women join."
278435,Dovolj mi je,115,2002,5.8,25,39144,40007742,PG-13,"After running away fails, a terrified woman empowers herself in order to battle her abusive husband."
278488,How High,93,2001,6.3,29,52947,31155435,R,"Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam."
278500,The Importance of Being Earnest,97,2002,6.8,60,21947,8378141,PG,"In 1890s London, two friends use the same pseudonym (""Ernest"") for their on-the-sly activities. Hilarity ensues."
278504,Insomnia,118,2002,7.2,78,271691,67355513,R,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.
278731,Spider,98,2002,6.8,83,35353,1641788,R,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood."
278823,Hollywood Ending,112,2002,6.6,46,25572,4839383,PG-13,"A director is forced to work with his ex-wife, who left him for the boss of the studio bankrolling his new film. But the night before the first day of shooting, he develops a case of psychosomatic blindness."
279064,Elling,89,2001,7.5,70,13933,313436,R,"When his mother, who has sheltered him his entire 40 years, dies, Elling, a sensitive, would-be poet, is sent to live in a state institution. There he meets Kjell Bjarne, a gentle giant and..."
279111,Gods and Generals,219,2003,6.3,30,15256,12870569,PG-13,"The rise and fall of confederate general Thomas ""Stonewall"" Jackson, as he meets with military success against the Union from 1861 to 1863, when he is accidentally killed by his own soldiers."
279113,Pridna punca,93,2002,6.4,71,42714,14015786,R,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.
279331,Modri angeli,118,2002,6.6,57,20326,9059588,R,A robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.
279493,Undercover Brother,86,2002,5.8,69,33187,38230435,PG-13,"When ""The Man"" tries to derail a black candidate's presidential campaign, Undercover Brother and his fellow secret agents come to the rescue."
279778,Divine Secrets of the Ya-Ya Sisterhood,116,2002,6.1,48,17913,69599016,PG-13,"After years of mother-daughter tension, Siddalee receives a scrapbook detailing the wild adventures of the ""Ya-Yas"", her mother's girlhood friends."
279781,Sorority Boys,93,2002,5.5,25,13674,10198766,R,"Strapped for cash, three fraternity playboys make one last attempt to live the high life - cheaply - by masquerading as girls. But their chauvinistic ways come back to haunt them as they get a crash course in the opposite sex."
279889,Joe Somebody,98,2001,5.5,42,9890,22770864,PG,"When Joe is beat up by a co-worker in front of his daughter on ""Bring Your Child To Work Day"", he decides to fight back."
280030,Vrnitev Petra Pana,72,2002,5.8,49,18213,48430258,G,"In London during World War II, this is the story of Wendy's daughter, Jane, who is kidnapped by Captain Hook and Peter Pan must come to the rescue."
280380,Trapped,106,2002,6.2,42,22588,62536,R,The Jennings' fight for their daughters life after she is kidnapped by an experienced gang of thieves.
280460,The Banger Sisters,98,2002,5.6,48,14303,30307416,R,"Lavinia and Suzette, former rock groupies and best friends, reconnect after twenty years; one is still as wild as ever, while the other has adopted a more conservative lifestyle."
280477,Better Luck Tomorrow,101,2002,7.0,67,9021,3802390,R,A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.
280486,V slabi druzbi,116,2002,5.6,37,44465,30160161,PG-13,"When an Ivy League-educated C.I.A. Agent is killed during an operation, the secret agency recruits his twin brother (Chris Rock)."
280491,Bloody Sunday,107,2002,7.6,90,23104,768045,R,"A dramatization of the Irish civil rights protest march and subsequent massacre by British troops on January 30, 1972."
280590,Nakljucni milijonar,96,2002,5.8,24,134878,126293452,PG-13,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way."
280609,Dog Soldiers,105,2002,6.8,,54855,,R,A routine military exercise turns into a nightmare in the Scotland wilderness.
280653,Amen.,132,2002,7.2,57,13373,274299,,During WWII SS officer Kurt Gerstein tries to inform Pope Pius XII about Jews being sent to extermination camps. Young Jesuit priest Riccardo Fontana helps him in the difficult mission to inform the world.
280665,Usodna zenska,114,2002,6.2,59,33375,6592103,R,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her."
280707,Gosford Park,131,2001,7.2,90,79490,41308615,R,The lives of upstairs guests and downstairs servants at a party in 1932 in a country house in England as they investigate a murder involving one of them.
280720,The Guru,94,2002,5.3,47,14722,3034181,R,A young man leaves India to find fame and fortune in America where he unexpectedly becomes a sex guru.
280760,Igby Goes Down,98,2002,6.9,72,31768,4681503,R,A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.
280778,Iris,91,2001,7.0,76,17033,1292119,,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease."
280969,My Little Eye,95,2002,5.5,,11611,,R,"Five people are offered one million dollars to spend six months together in an isolated mansion, with cameras watching their every move."
281322,Undisputed,96,2002,6.2,58,28639,12398628,R,"When heavyweight champion George ""Iceman"" Chambers lands in prison, the resident gangster arranges a boxing match with the reigning prison champ."
281358,Spomin v srcu,101,2002,7.4,35,197543,41227069,PG,"The story of two North Carolina teens, Landon Carter and Jamie Sullivan, who are thrown together after Landon gets into trouble and is made to do community service."
281364,Wasabi,94,2001,6.7,53,37145,81525,R,"In Japan for the funeral of his long-lost love, a tough French detective learns that he also has a teenage daughter and that her life is in danger from the Yakuza."
281373,Snow Dogs,99,2002,5.2,29,24979,81172560,PG,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man."
281686,Bubba Ho-Tep,92,2002,7.0,57,45267,2003420,R,"Elvis Presley and a black ""JFK"" stay in a nursing home where nothing happens - until a wayward Egyptian mummy comes and sucks out the old people's souls thru their a-holes. The two decide to fight back."
281820,The Good Thief,109,2002,6.5,68,9960,3517797,R,An aging gambler on a losing streak attempts to rob a casino in Monte Carlo. But someone's already tipped off the cops before he even makes a move.
282120,The Wild Thornberrys Movie,85,2002,5.6,69,13915,40108697,PG,"Eliza (Lacey Chabert) and Debbie (Danielle Harris) are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals."
282209,Darkness Falls,86,2003,5.0,23,29982,32551396,PG-13,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before."
282599,Siworae,105,2000,7.6,,8051,,,"In 1999, a voice actor moves from Il Mare, a seaside house, and she leaves a Xmas card in its (magical) mailbox. He, an architect student, receives it in 1997, and so begins a friendship separated by 2 years."
282687,Zivljenje ali nekaj takega,103,2002,5.8,31,22970,14448589,PG-13,"A reporter interviews a psychic, who tells her that she's going to die and her life is meaningless."
283003,Zadet,101,2002,6.8,41,36577,410241,R,"A drug dealer introduces one of his customers, a 'speed freak', to the man who runs the meth lab. A crazy three-day adventure ensues."
283026,Usodna obozevalka,85,2002,5.1,29,18860,28563926,PG-13,A high school senior with a promising swimming career has a one-night stand with consequences.
283084,Brezsmrtna ljubezen,90,2002,6.6,66,20924,19158074,PG,A young woman meets and falls in love with a young man who is part of a family of immortals.
283111,National Lampoon's Van Wilder,92,2002,6.4,26,102542,21005329,R,The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.
283139,Beli oleander,109,2002,7.1,61,29420,16346122,PG-13,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.
283426,The Jungle Book 2,72,2003,5.4,38,14837,47887943,,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild."
283509,Nikogaršnje ozemlje,98,2001,7.9,84,44181,1059830,R,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
283530,The Emperor's Club,109,2002,6.9,49,16425,14060950,PG-13,An idealistic prep school teacher attempts to redeem an incorrigible student.
283632,They,89,2002,4.8,31,12254,12840842,PG-13,A psychology student finds all her childhood fears and phobias becoming real after a traumatic event.
283832,8 femmes,111,2002,7.1,64,28784,3076425,R,"One murdered man, eight women, each seeming to be eager than the others to know the truth. Gimme, gimme, gimme some clues to make up my mind. And eventually enter the truth. Oh, thou cruel woman!"
283900,L'auberge espagnole,122,2002,7.3,65,39151,3895664,R,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship."
284137,Gadar: Ek Prem Katha,170,2001,7.2,,9853,,,"Set during the Partition of India in 1947, a Sikh truck driver falls in love with a Muslim girl belonging to an aristocratic family."
284490,Showtime,95,2002,5.5,32,60158,38082712,PG-13,"A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based television cop show, while tracking down the manufacturer and distributor of an illegally made semi-automatic firearm."
284837,Ali G Indahouse,85,2002,6.3,46,84599,,R,"Ali G unwittingly becomes a pawn in the Chancellor's plot to overthrow the Prime Minister of Great Britain. However, Ali is embraced by the nation as a voice of the youth, making the PM and his government more popular than ever."
284978,Cypher,95,2002,6.8,,29894,,R,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale."
285175,Tolpa,85,2005,5.5,,18096,,R,Two affluent suburban girls clash with the Latino gang culture of East Los Angeles.
285462,Boat Trip,94,2002,4.9,18,30090,8586376,R,"Two straight men mistakenly end up on a ""gays only"" cruise."
285492,Cube 2: Hypercube,94,2002,5.6,,61970,,R,"Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply."
285531,Dreamcatcher,136,2003,5.5,35,88101,33715436,R,Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.
285728,Dahmer,101,2002,5.6,63,9424,144008,R,"Biopic about notorious American serial killer Jeffrey Dahmer, taking place in both the past and the present."
285742,Bal smrti,111,2001,7.0,69,81877,31252964,R,"After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed."
285823,Bilo je nekoč v Mehiki,102,2003,6.4,56,152387,56359780,R,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general."
285861,Owning Mahowny,104,2003,7.1,70,12487,1011054,R,A bank manager with: (a) a gambling problem and (b) access to a multimillion dollar account gets into a messy situation. Based on the story of the largest one-man bank fraud in Canadian history.
286106,Znamenja,106,2002,6.7,59,333653,227966634,PG-13,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.
286112,Siu Lam juk kau,113,2001,7.3,68,73559,488872,PG,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.
286244,Trojcice iz Bellevilla,80,2003,7.8,91,50150,7002255,PG-13,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
286261,Vse ali nič,128,2002,7.5,72,9877,121756,R,"In a poor working class London home Penny's love for her partner, taxi-driver Phil, has run dry, but when an unexpected tragedy occurs, they and their local community are brought together, and they rediscover their love."
286306,Deathwatch,94,2002,6.0,,10553,,R,"In the middle of World War I, nine British soldiers caught behind enemy lines seek refuge in a complex network of German trenches. What they soon discover is that they aren't alone - and it isn't a German soldier that's hunting them down."
286499,Zadeni kot Beckham,112,2002,6.6,66,103561,32543449,PG-13,"Two ambitious girls, despite their parents' wishes, have their hearts set on careers in professional soccer."
286716,Hulk,138,2003,5.6,54,249705,132177234,PG-13,"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry."
286751,Kairo,119,2001,6.5,70,16396,49046,R,Two groups of people discover evidence that suggests spirits may be trying to invade the human world through the Internet.
286788,Kar si dekle zeli,105,2003,5.8,41,58820,35990505,PG,"An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election."
287467,Hable con ella,112,2002,7.9,86,103484,9284265,R,Two men share an odd friendship while they care for two women who are both in deep comas.
287635,Poketto monsutâ: Serebî - Toki wo koeta deai,75,2001,5.7,,7725,1727447,G,Ash must stop a hunter who forces the mythical Pokémon Celebi to help him destroy a forest.
287717,Spy Kids 2: Island of Lost Dreams,100,2002,5.2,66,59763,85846429,PG,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids."
287978,Daredevil,103,2003,5.3,42,205046,102543520,PG-13,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.
288045,Medaljon,88,2003,5.3,38,38742,22108977,PG-13,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.
288439,Bang Bang You're Dead,93,2002,7.8,,12361,,R,"Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free."
288477,Ghost Ship,91,2002,5.5,28,92894,30113491,R,"A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board."
289043,28 dni pozneje,113,2002,7.6,73,372180,45064915,R,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary."
289408,The Powerpuff Girls Movie,73,2002,6.6,65,9145,11411644,PG,The movie shows the origin of the Powerpuff Girls before the cartoon series. It explains why they were born and why they dedicated their lives to fighting crime and the forces of evil.
289635,Young Adam,98,2003,6.4,67,13170,767240,NC-17,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.
289765,Red Dragon,124,2002,7.2,60,249440,93149898,R,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter."
289848,Mafijski bluz,96,2002,5.9,37,81713,32122249,R,"Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues."
289879,Ucinek metulja,113,2004,7.6,30,446696,57938693,R,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
289992,Zivljenje Davida Gala,130,2003,7.6,31,108467,19593740,R,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.
290002,Njegovi tastari,115,2004,6.3,41,250337,279261160,PG-13,All hell breaks loose when the Byrnes family meets the Focker family for the first time.
290095,Smoking,98,2002,5.4,30,78445,50547998,PG-13,A hapless chauffeur must take a comatose Secret Agent's place using his special gadget-laden tuxedo.
290212,Full Frontal,101,2002,4.7,45,9405,2506446,R,"A day in the life of a group of men and women in Hollywood, in the hours leading up to a friend's birthday party."
290329,Bijitâ Q,84,2001,6.6,,14939,,R,A troubled and perverted family find their lives intruded by a mysterious stranger who seems to help find a balance in their disturbing natures.
290334,Mozje X 2,134,2003,7.4,68,506721,214949694,PG-13,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him."
290673,Irréversible,97,2002,7.4,51,117949,753501,,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass.
291172,Le fils,99,2002,7.6,86,8902,65571,,"A joinery instructor at a rehab center refuses to take a new teen as his apprentice, but then begins to follow the boy through the hallways and streets."
291341,Mean Machine,99,2001,6.5,45,35503,92770,R,A football star jailed for assault leads a group of inmates in a match against prison guards.
291350,Sennen joyû,87,2001,7.9,70,22800,186094,PG,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.
291376,Nayak: The Real Hero,187,2001,7.8,,14031,,,"A man accepts a challenge by the chief minister of Maharashtra to run the state for one day, and makes such a success of it that soon he is embroiled in political intrigue."
291502,Swept Away,89,2002,3.6,18,15605,7876,R,A snooty socialite is stranded on a Mediterranean island with a communist sailor.
291579,À la folie... pas du tout,92,2002,7.2,63,18280,1009827,PG-13,"A young woman who is in love with a married doctor becomes dangerous when her attempts to persuade him to leave his wife are unsuccessful. However, when things are seen from his point of view, the real situation becomes clear."
292490,Dil Chahta Hai,183,2001,8.1,,65896,300000,,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
292506,Rekrut,115,2003,6.6,56,128449,52802140,PG-13,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.
292542,El hijo de la novia,123,2001,7.8,68,14649,624153,R,"At age 42, Rafael Belvedere is having a crisis. He lives in the shadow of his father, he feels guilty about rarely visiting his aging mother, his ex-wife says he doesn't spend enough time ..."
292644,Pravila slacenja,110,2002,6.7,50,49132,6532619,R,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate."
292963,"Preden hudic izve, da si mrtev",117,2007,7.3,85,95561,7083025,R,"When two brothers organize the robbery of their parents' jewelry store the job goes horribly wrong, triggering a series of events that sends them, their father and one brother's wife hurtling towards a shattering climax."
293007,Carandiru,145,2003,7.6,71,17954,213954,R,"Brazilian MD Drauzio Varella starts AIDS prevention in Brazil's largest prison, Carandiru, in São Paulo, where the population is nearly double its 4,000 maximum. Doc learns from experience ..."
293416,Metoroporisu,108,2001,7.2,75,19998,636830,PG-13,Kenichi and his uncle Shunsaku Ban must find the mystery behind robot girl Tima.
293508,The Phantom of the Opera,143,2004,7.2,40,115220,51268815,PG-13,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.
293564,Ful gas 3,91,2007,6.2,44,151566,140125968,PG-13,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders."
293662,Prenasalec,92,2002,6.8,51,282313,25296447,PG-13,"Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise."
293715,Yeopgijeogin geunyeo,137,2001,8.0,,44944,,,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
293815,Se en nori petek,85,2002,5.8,35,25274,32983713,R,Two cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track the robber down.
294357,Preko vseh meja,127,2003,6.5,32,26012,4426297,R,The world's cruelty is confronted with the love of two different people who tries to save mankind from poverty and war.
294870,Rent,135,2005,6.9,53,48356,29077547,PG-13,"This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America."
295178,Austin Powers v Zlatoticu,94,2002,6.2,62,193733,213307889,PG-13,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil."
